register;points;region_1;title;price;province;region_2;variety;winery
111264;93;Brunello di Montalcino    ;Il Valentiano 2007  Brunello di Montalcino                                                        ;60;Tuscany          ;                 ;Sangiovese Grosso         ;Il Valentiano                  
111266;93;Brunello di Montalcino    ;Mastrojanni 2007 Vigna Loreto  (Brunello di Montalcino)                                           ;120;Tuscany          ;                 ;Sangiovese Grosso         ;Mastrojanni                    
111272;92;Brunello di Montalcino    ;Altesino 2006 Riserva  (Brunello di Montalcino)                                                   ;80;Tuscany          ;                 ;Sangiovese Grosso         ;Altesino                       
111280;86;Amarone della Valpolicella;Cà della Scala 2011  Amarone della Valpolicella                                                   ;               ;Veneto           ;                 ;Red Blend                 ;Cà della Scala                 
111292;86;Rosso di Montalcino       ;Carillon 2014  Rosso di Montalcino                                                                ;29;Tuscany          ;                 ;Sangiovese                ;Carillon                       
111306;89;Amarone della Valpolicella;La Dama 2007  Amarone della Valpolicella Classico                                                 ;40;Veneto           ;                 ;Corvina, Rondinella, Molin;La Dama                        
111308;89;Amarone della Valpolicella;Zeni 2009  Amarone della Valpolicella Classico                                                    ;40;Veneto           ;                 ;Corvina, Rondinella, Molin;Zeni                           
111324;89;Valpolicella Classico Supe;Manara 2009 Le Morete  (Valpolicella Classico Superiore Ripasso)                                  ;25;Veneto           ;                 ;Corvina, Rondinella, Molin;Manara                         
111362;85;Barbaresco                ;Montaribaldi 2010 Palazzina  (Barbaresco)                                                         ;35;Piedmont         ;                 ;Nebbiolo                  ;Montaribaldi                   
111364;85;Barbera d'Alba            ;Renzo Seghesio 2010  Barbera d'Alba                                                               ;28;Piedmont         ;                 ;Barbera                   ;Renzo Seghesio                 
111380;84;Barolo                    ;Stroppiana 2009 Leonardo  (Barolo)                                                                ;60;Piedmont         ;                 ;Nebbiolo                  ;Stroppiana                     
111392;86;Torgiano                  ;Lungarotti 2006 Torre di Giano White (Torgiano)                                                   ;14;Central Italy    ;                 ;White Blend               ;Lungarotti                     
111398;86;Sicilia                   ;Fazio 2007 Grillo (Sicilia)                                                                       ;19;Sicily & Sardinia;                 ;Grillo                    ;Fazio                          
111400;86;Sicilia                   ;Firriato 2007 Altavilla della Corte Grillo (Sicilia)                                              ;15;Sicily & Sardinia;                 ;Grillo                    ;Firriato                       
111420;87;Colli di Conegliano       ;Masottina 2003 Montesco Red (Colli di Conegliano)                                                 ;62;Veneto           ;                 ;Red Blend                 ;Masottina                      
111454;81;Toscana                   ;Il Valentiano NV Note di Rosa Rosé (Toscana)                                                      ;18;Tuscany          ;                 ;Rosé                      ;Il Valentiano                  
111458;88;Chianti Classico          ;Castelvecchi 2010 Lodolaio Riserva  (Chianti Classico)                                            ;55;Tuscany          ;                 ;Sangiovese                ;Castelvecchi                   
111464;88;Chianti Classico          ;Fattoria di Valiano 2009 Riserva  (Chianti Classico)                                              ;25;Tuscany          ;                 ;Red Blend                 ;Fattoria di Valiano            
111466;88;Chianti Colli Senesi      ;Castel Pietraio 2009  Chianti Colli Senesi                                                        ;16;Tuscany          ;                 ;Red Blend                 ;Castel Pietraio                
111468;88;Chianti Classico          ;Castello di Monterinaldi 2012  Chianti Classico                                                   ;20;Tuscany          ;                 ;Red Blend                 ;Castello di Monterinaldi       
111476;88;Chianti Classico          ;Collazzi 2012 I Bastioni  (Chianti Classico)                                                      ;24;Tuscany          ;                 ;Red Blend                 ;Collazzi                       
111480;88;Chianti                   ;Fattorie Parri 2012 Tenuta Il Monte  (Chianti)                                                    ;18;Tuscany          ;                 ;Red Blend                 ;Fattorie Parri                 
111488;92;Chianti Classico          ;Isole e Olena 2012  Chianti Classico                                                              ;29;Tuscany          ;                 ;Red Blend                 ;Isole e Olena                  
111510;92;Chianti Classico          ;Castellare di Castellina 2012 Il Poggiale Riserva  (Chianti Classico)                             ;40;Tuscany          ;                 ;Red Blend                 ;Castellare di Castellina       
111526;85;Rosso Piceno Superiore    ;De Angelis 2009 Oro  (Rosso Piceno Superiore)                                                     ;19;Central Italy    ;                 ;Red Blend                 ;De Angelis                     
111536;85;Conero                    ;Marchetti 2010 Riserva Villa Bonomi  (Conero)                                                     ;35;Central Italy    ;                 ;Montepulciano             ;Marchetti                      
111538;85;Rosso Piceno              ;Centanni Giacomo 2012 Rosso di Forca  (Rosso Piceno)                                              ;17;Central Italy    ;                 ;Red Blend                 ;Centanni Giacomo               
111552;86;Frascati Superiore        ;Tenuta di Pietra Porzia 2011 Saula Carta Bianca  (Frascati Superiore)                             ;               ;Central Italy    ;                 ;White Blend               ;Tenuta di Pietra Porzia        
111554;86;Orvieto                   ;Trappolini 2010  Orvieto                                                                          ;14;Central Italy    ;                 ;White Blend               ;Trappolini                     
111556;86;Trebbiano d'Abruzzo       ;Pasetti 2011 Zarachè  (Trebbiano d'Abruzzo)                                                       ;16;Central Italy    ;                 ;Trebbiano                 ;Pasetti                        
111558;86;Todi                      ;Roccafiore 2010 Bianco Fiordaliso Grechetto (Todi)                                                ;               ;Central Italy    ;                 ;Grechetto                 ;Roccafiore                     
111586;90;Collio                    ;Zuani 2015 White (Collio)                                                                         ;24;Northeastern Ital;                 ;White Blend               ;Zuani                          
111596;90;Rosso di Montalcino       ;Tenimenti Angelini 2010 Val di Suga  (Rosso di Montalcino)                                        ;21;Tuscany          ;                 ;Sangiovese Grosso         ;Tenimenti Angelini             
111604;90;Brunello di Montalcino    ;Villa I Cipressi 2007  Brunello di Montalcino                                                     ;55;Tuscany          ;                 ;Sangiovese Grosso         ;Villa I Cipressi               
111608;90;Rosso di Montalcino       ;Caprili 2010  Rosso di Montalcino                                                                 ;15;Tuscany          ;                 ;Sangiovese Grosso         ;Caprili                        
111614;89;Brunello di Montalcino    ;Il Marroneto 2007  Brunello di Montalcino                                                         ;68;Tuscany          ;                 ;Sangiovese Grosso         ;Il Marroneto                   
111618;89;Chianti Classico          ;Marchesi Antinori 2007 Marchese Antinori Riserva  (Chianti Classico)                              ;35;Tuscany          ;                 ;Red Blend                 ;Marchesi Antinori              
111624;89;Brunello di Montalcino    ;Baccinetti 2007 Saporoia  (Brunello di Montalcino)                                                ;45;Tuscany          ;                 ;Sangiovese Grosso         ;Baccinetti                     
111626;87;Vernaccia di San Gimignano;San Quirico 2015  Vernaccia di San Gimignano                                                      ;15;Tuscany          ;                 ;Vernaccia                 ;San Quirico                    
111630;87;Romagna                   ;Tenuta Casali 2015 Palazzina Red (Romagna)                                                        ;17;Central Italy    ;                 ;Red Blend                 ;Tenuta Casali                  
111632;87;Vernaccia di San Gimignano;Tollena 2013 Signorina Vittoria Riserva  (Vernaccia di San Gimignano)                             ;               ;Tuscany          ;                 ;White Blend               ;Tollena                        
111636;87;Beneventano               ;Vesevo 2012 Aglianico (Beneventano)                                                               ;16;Southern Italy   ;                 ;Aglianico                 ;Vesevo                         
111644;87;Romagna                   ;Morini 2015 Morale Sangiovese (Romagna)                                                           ;13;Central Italy    ;                 ;Sangiovese                ;Morini                         
111650;87;Colli del Limbara         ;Tenute Olbios 2012 Nessuno Red (Colli del Limbara)                                                ;32;Sicily & Sardinia;                 ;Red Blend                 ;Tenute Olbios                  
111660;92;Vino Nobile di Montepulcia;Poliziano 2011 Asinone  (Vino Nobile di Montepulciano)                                            ;60;Tuscany          ;                 ;Red Blend                 ;Poliziano                      
111664;92;Chianti Classico          ;Castello di Cacchiano 2009 Millenio Gran Selezione  (Chianti Classico)                            ;45;Tuscany          ;                 ;Sangiovese                ;Castello di Cacchiano          
111674;92;Chianti Classico          ;Felsina 2009 Colonia Gran Selezione  (Chianti Classico)                                           ;115;Tuscany          ;                 ;Sangiovese                ;Felsina                        
111694;91;Barolo                    ;Mauro Veglio 2013  Barolo                                                                         ;37;Piedmont         ;                 ;Nebbiolo                  ;Mauro Veglio                   
111726;88;Chianti Classico          ;Querceto di Castellina 2009 Belvedere Riserva  (Chianti Classico)                                 ;27;Tuscany          ;                 ;Red Blend                 ;Querceto di Castellina         
111742;88;Morellino di Scansano     ;Fattoria San Felo 2010 Dicioccatore  (Morellino di Scansano)                                      ;50;Tuscany          ;                 ;Red Blend                 ;Fattoria San Felo              
111754;100;Brunello di Montalcino    ;Casanova di Neri 2007 Cerretalto  (Brunello di Montalcino)                                        ;270;Tuscany          ;                 ;Sangiovese Grosso         ;Casanova di Neri               
111790;90;Lessona                   ;Tenute Sella 2010  Lessona                                                                        ;32;Piedmont         ;                 ;Red Blend                 ;Tenute Sella                   
111806;86;Lacryma Christi del Vesuvi;Feudi di San Gregorio 2009 White (Lacryma Christi del Vesuvio)                                    ;17;Southern Italy   ;                 ;White Blend               ;Feudi di San Gregorio          
111826;91;Umbria                    ;Tenuta Vitalonga 2009 Phi Natura Armonia Red (Umbria)                                             ;49;Central Italy    ;                 ;Red Blend                 ;Tenuta Vitalonga               
111850;91;Toscana                   ;Renieri 2007 Regina di Renieri Syrah (Toscana)                                                    ;30;Tuscany          ;                 ;Syrah                     ;Renieri                        
111854;86;Sicilia                   ;Capo Soprano 2007 Nero d'Avola (Sicilia)                                                          ;               ;Sicily & Sardinia;                 ;Nero d'Avola              ;Capo Soprano                   
111868;86;Sicilia                   ;Tasca d'Almerita 2008 Regaleali Nero d'Avola (Sicilia)                                            ;12;Sicily & Sardinia;                 ;Nero d'Avola              ;Tasca d'Almerita               
111882;90;Sicilia                   ;Tasca d'Almerita 2009 Sallier de la Tour La Monaca Syrah (Sicilia)                                ;30;Sicily & Sardinia;                 ;Syrah                     ;Tasca d'Almerita               
111884;90;Sicilia                   ;Firriato 2009 Santagostino Baglio Sorìa Red (Sicilia)                                             ;24;Sicily & Sardinia;                 ;Red Blend                 ;Firriato                       
111886;90;Etna                      ;Graci 2010 Quota 600  (Etna)                                                                      ;39;Sicily & Sardinia;                 ;White Blend               ;Graci                          
111890;90;Sicilia                   ;Benanti 2008 Il Drappo Nero d'Avola (Sicilia)                                                     ;40;Sicily & Sardinia;                 ;Nero d'Avola              ;Benanti                        
111892;90;Sicilia                   ;Baglio del Cristo di Campobello 2009 Lu Patri Nero d'Avola (Sicilia)                              ;40;Sicily & Sardinia;                 ;Nero d'Avola              ;Baglio del Cristo di Campobello
111896;90;Sicilia                   ;Firriato 2007 Quater Red (Sicilia)                                                                ;32;Sicily & Sardinia;                 ;Red Blend                 ;Firriato                       
111898;88;Brunello di Montalcino    ;Fattoria La Lecciaia 2010  Brunello di Montalcino                                                 ;40;Tuscany          ;                 ;Sangiovese                ;Fattoria La Lecciaia           
111900;88;Maremma Toscana           ;Fattoria San Felo 2013 Le Stoppie Vermentino (Maremma Toscana)                                    ;15;Tuscany          ;                 ;Vermentino                ;Fattoria San Felo              
111910;88;Brunello di Montalcino    ;Pinino 2010  Brunello di Montalcino                                                               ;45;Tuscany          ;                 ;Sangiovese                ;Pinino                         
111912;88;Maremma Toscana           ;Podere San Cristoforo 2013 Amaranto  (Maremma Toscana)                                            ;20;Tuscany          ;                 ;Sangiovese                ;Podere San Cristoforo          
111918;88;Brunello di Montalcino    ;Tenute Silvio Nardi 2010 Poggio Doria  (Brunello di Montalcino)                                   ;               ;Tuscany          ;                 ;Sangiovese                ;Tenute Silvio Nardi            
111920;88;Bolgheri Superiore        ;Fornacelle 2011 Guarda Boschi  (Bolgheri Superiore)                                               ;45;Tuscany          ;                 ;Red Blend                 ;Fornacelle                     
111958;93;Amarone della Valpolicella;Bertani 2007  Amarone della Valpolicella Classico                                                 ;120;Veneto           ;                 ;Red Blend                 ;Bertani                        
111974;93;Amarone della Valpolicella;Venturini Massimino 2009 Campomasua  (Amarone della Valpolicella Classico)                        ;65;Veneto           ;                 ;Red Blend                 ;Venturini Massimino            
111986;93;Amarone della Valpolicella;Allegrini 2011  Amarone della Valpolicella Classico                                               ;85;Veneto           ;                 ;Red Blend                 ;Allegrini                      
111988;88;Greco di Tufo             ;Feudi di San Gregorio 2010  Greco di Tufo                                                         ;20;Southern Italy   ;                 ;Greco                     ;Feudi di San Gregorio          
111992;88;Piave                     ;Bonotto delle Tezze 2009 Montesanto Pinot Grigio (Piave)                                          ;15;Veneto           ;                 ;Pinot Grigio              ;Bonotto delle Tezze            
112008;88;Curtefranca               ;Ricci Curbastro 2007 Vigna Bosco Alto Chardonnay (Curtefranca)                                    ;23;Lombardy         ;                 ;Chardonnay                ;Ricci Curbastro                
112012;88;Alto Adige                ;Strasserhof 2010 Kerner (Alto Adige)                                                              ;30;Northeastern Ital;                 ;Kerner                    ;Strasserhof                    
112070;88;Barolo                    ;Mario Gagliasso 2008 Torriglione  (Barolo)                                                        ;60;Piedmont         ;                 ;Nebbiolo                  ;Mario Gagliasso                
112150;88;Alto Adige                ;Caldaro 2012 Spigel Lagrein (Alto Adige)                                                          ;28;Northeastern Ital;                 ;Lagrein                   ;Caldaro                        
112162;88;Roero                     ;Cascina del Pozzo 2015 Montemeraviglia  (Roero)                                                   ;15;Piedmont         ;                 ;Arneis                    ;Cascina del Pozzo              
112170;88;Alto Adige                ;Niedrist 2011 Berger Gei Lagrein (Alto Adige)                                                     ;40;Northeastern Ital;                 ;Lagrein                   ;Niedrist                       
112172;88;Roero                     ;Marco Porello 2015 Camestri  (Roero)                                                              ;16;Piedmont         ;                 ;Arneis                    ;Marco Porello                  
112176;88;Roero                     ;Monchiero Carbone 2015 Recit  (Roero)                                                             ;18;Piedmont         ;                 ;Arneis                    ;Monchiero Carbone              
112232;84;Barbera d'Asti Superiore  ;Canti 2011  Barbera d'Asti Superiore                                                              ;               ;Piedmont         ;                 ;Barbera                   ;Canti                          
112270;86;Nebbiolo d'Alba           ;Orlando Abrigo 2010 Valmaggiore  (Nebbiolo d'Alba)                                                ;30;Piedmont         ;                 ;Nebbiolo                  ;Orlando Abrigo                 
112294;85;Rosso di Montepulciano    ;Tiberini 2012 Podere Caggiolo  (Rosso di Montepulciano)                                           ;               ;Tuscany          ;                 ;Red Blend                 ;Tiberini                       
112310;86;Erice                     ;Fazio 2015 Müller-Thurgau (Erice)                                                                 ;25;Sicily & Sardinia;                 ;Müller-Thurgau            ;Fazio                          
112322;86;Terre Siciliane           ;Principe di Corleone 2015 Pollara White (Terre Siciliane)                                         ;13;Sicily & Sardinia;                 ;White Blend               ;Principe di Corleone           
112402;87;Franciacorta              ;Ca' del Bosco NV Cuvée Prestige Sparkling (Franciacorta)                                          ;               ;Lombardy         ;                 ;Sparkling Blend           ;Ca' del Bosco                  
112406;88;Toscana                   ;Mazzoni 2012 Red (Toscana)                                                                        ;20;Tuscany          ;                 ;Red Blend                 ;Mazzoni                        
112410;88;Toscana                   ;Petra 2012 Quercegobbe Merlot (Toscana)                                                           ;65;Tuscany          ;                 ;Merlot                    ;Petra                          
112446;94;Molise                    ;Di Majo Norante 2006 Apianae Moscato (Molise)                                                     ;29;Southern Italy   ;                 ;Moscato                   ;Di Majo Norante                
112450;94;Taurasi                   ;Antonio Caggiano 2004 Vigna Macchia dei Goti  (Taurasi)                                           ;60;Southern Italy   ;                 ;Aglianico                 ;Antonio Caggiano               
112452;93;Taurasi                   ;Mastroberardino 2004 Naturalis Historia  (Taurasi)                                                ;90;Southern Italy   ;                 ;Aglianico                 ;Mastroberardino                
112458;89;Brunello di Montalcino    ;Casisano Colombaio 2005  Brunello di Montalcino                                                   ;               ;Tuscany          ;                 ;Sangiovese Grosso         ;Casisano Colombaio             
112466;89;Brunello di Montalcino    ;Le Potazzine 2004 Riserva  (Brunello di Montalcino)                                               ;120;Tuscany          ;                 ;Sangiovese Grosso         ;Le Potazzine                   
112476;89;Brunello di Montalcino    ;Collemattoni 2004 Vigna Fontelontano Riserva  (Brunello di Montalcino)                            ;85;Tuscany          ;                 ;Sangiovese Grosso         ;Collemattoni                   
112488;88;Trento                    ;Altemasi NV Brut Chardonnay (Trento)                                                              ;24;Northeastern Ital;                 ;Chardonnay                ;Altemasi                       
112492;88;Vino Spumante             ;Cà di Frara 2007 Oltre Rosé Riserva Sparkling (Vino Spumante)                                     ;30;Italy Other      ;                 ;Sparkling Blend           ;Cà di Frara                    
112508;88;Valdobbiadene Prosecco Sup;Fratelli Bortolin NV Brut  (Valdobbiadene Prosecco Superiore)                                     ;18;Veneto           ;                 ;Glera                     ;Fratelli Bortolin              
112510;88;Conegliano Valdobbiadene P;Valdellövo 2014 Anno Zero Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                ;17;Veneto           ;                 ;Sparkling Blend           ;Valdellövo                     
112520;88;Chianti Classico          ;Lornano 2011 Riserva  (Chianti Classico)                                                          ;36;Tuscany          ;                 ;Sangiovese                ;Lornano                        
112522;88;Vino Nobile di Montepulcia;Nottola 2012  Vino Nobile di Montepulciano                                                        ;25;Tuscany          ;                 ;Red Blend                 ;Nottola                        
112544;88;Verdicchio dei Castelli di;Umani Ronchi 2012 Vecchie Vigne  (Verdicchio dei Castelli di Jesi Classico Superiore)             ;35;Central Italy    ;                 ;Verdicchio                ;Umani Ronchi                   
112546;88;Morellino di Scansano     ;Val delle Rose 2011 Riserva  (Morellino di Scansano)                                              ;35;Tuscany          ;                 ;Red Blend                 ;Val delle Rose                 
112550;88;Vino Nobile di Montepulcia;Tenute del Cerro 2009 Riserva  (Vino Nobile di Montepulciano)                                     ;37;Tuscany          ;                 ;Red Blend                 ;Tenute del Cerro               
112554;88;Rosso di Montalcino       ;Trambusti 2012  Rosso di Montalcino                                                               ;15;Tuscany          ;                 ;Sangiovese                ;Trambusti                      
112558;88;Chianti Classico          ;Monte Maggio 2010 Gran Selezione  (Chianti Classico)                                              ;               ;Tuscany          ;                 ;Red Blend                 ;Monte Maggio                   
112562;88;Vino Nobile di Montepulcia;Nottola 2010 Il Fattore  (Vino Nobile di Montepulciano)                                           ;40;Tuscany          ;                 ;Red Blend                 ;Nottola                        
112582;88;Prosecco Superiore di Cart;La Gioiosa NV Cartizze  (Prosecco Superiore di Cartizze)                                          ;               ;Veneto           ;                 ;Prosecco                  ;La Gioiosa                     
112584;88;Prosecco di Conegliano e V;Le Colture 2006 Pianer Extra Dry  (Prosecco di Conegliano e Valdobbiadene)                        ;17;Veneto           ;                 ;Prosecco                  ;Le Colture                     
112586;88;Prosecco Superiore di Cart;Masottina NV Cartizze Dry  (Prosecco Superiore di Cartizze)                                       ;30;Veneto           ;                 ;Prosecco                  ;Masottina                      
112588;88;Prosecco Superiore di Cart;Valdo NV Cartizze Cuvée Viviana  (Prosecco Superiore di Cartizze)                                 ;               ;Veneto           ;                 ;Prosecco                  ;Valdo                          
112598;86;Alto Adige                ;Erste Neue 2009 Barleit Moscato Giallo (Alto Adige)                                               ;18;Northeastern Ital;                 ;Moscato Giallo            ;Erste Neue                     
112604;86;Gavi                      ;La Scolca 2009 90 Years White Label  (Gavi)                                                       ;20;Piedmont         ;                 ;Cortese                   ;La Scolca                      
112606;86;Colli Orientali del Friuli;La Viarte 2010 Pinot Grigio (Colli Orientali del Friuli)                                          ;17;Northeastern Ital;                 ;Pinot Grigio              ;La Viarte                      
112608;86;Colli Orientali del Friuli;Petrucco 2010 Friulano (Colli Orientali del Friuli)                                               ;15;Northeastern Ital;                 ;Friulano                  ;Petrucco                       
112610;86;Moscato d'Asti            ;Ricossa 2010 Antica Casa  (Moscato d'Asti)                                                        ;16;Piedmont         ;                 ;Moscato                   ;Ricossa                        
112612;86;San Gimignano             ;San Quirico 2010 Vernaccia (San Gimignano)                                                        ;14;Tuscany          ;                 ;Vernaccia                 ;San Quirico                    
112628;85;Conegliano Valdobbiadene P;Bellenda 2009 Miraval Extra Dry Millesimato  (Conegliano Valdobbiadene Prosecco Superiore)        ;22;Veneto           ;                 ;Glera                     ;Bellenda                       
112630;85;Soave Classico            ;Canoso 2009 Cà del Vento  (Soave Classico)                                                        ;               ;Veneto           ;                 ;Garganega                 ;Canoso                         
112644;84;Veneto                    ;Zardetto NV Private Cuvée Brut Sparkling (Veneto)                                                 ;9;Veneto           ;                 ;Sparkling Blend           ;Zardetto                       
112646;84;Prosecco del Veneto       ;Tenuta Santomè NV Extra Dry  (Prosecco del Veneto)                                                ;               ;Veneto           ;                 ;Prosecco                  ;Tenuta Santomè                 
112658;84;Prosecco di Conegliano    ;Canella NV Extra Dry  (Prosecco di Conegliano)                                                    ;18;Veneto           ;                 ;Prosecco                  ;Canella                        
112694;86;Conegliano Valdobbiadene P;Astoria NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                               ;13;Veneto           ;                 ;Glera                     ;Astoria                        
112714;84;Prosecco                  ;Capo di Vigna NV Frizzante  (Prosecco)                                                            ;               ;Veneto           ;                 ;Glera                     ;Capo di Vigna                  
112732;84;Veneto                    ;Zardetto NV Rosé Sparkling (Veneto)                                                               ;17;Veneto           ;                 ;Sparkling Blend           ;Zardetto                       
112768;87;Bolgheri                  ;Tenuta Argentiera 2005 Poggio ai Ginepri  (Bolgheri)                                              ;28;Tuscany          ;                 ;Red Blend                 ;Tenuta Argentiera              
112776;87;Toscana                   ;Marchesi Ginori Lisci 2005 Macchion del Lupo Cabernet Sauvignon (Toscana)                         ;16;Tuscany          ;                 ;Cabernet Sauvignon        ;Marchesi Ginori Lisci          
112778;87;Toscana                   ;Falchini 2004 Paretaio Sangiovese (Toscana)                                                       ;               ;Tuscany          ;                 ;Sangiovese                ;Falchini                       
112780;87;Toscana                   ;Fattoria dei Barbi 2005 Brusco dei Barbi Sangiovese (Toscana)                                     ;12;Tuscany          ;                 ;Sangiovese                ;Fattoria dei Barbi             
112794;87;Toscana                   ;Falchini 2000 Campora Cabernet Sauvignon (Toscana)                                                ;               ;Tuscany          ;                 ;Cabernet Sauvignon        ;Falchini                       
112802;94;Amarone della Valpolicella;Masi 2001 Mazzano  (Amarone della Valpolicella Classico)                                          ;198;Veneto           ;                 ;Corvina, Rondinella, Molin;Masi                           
112822;87;Irpinia                   ;Nativ 2013 Aglianico (Irpinia)                                                                    ;24;Southern Italy   ;                 ;Aglianico                 ;Nativ                          
112826;87;Campania                  ;Rocca del Dragone 2012 Aglianico (Campania)                                                       ;14;Southern Italy   ;                 ;Aglianico                 ;Rocca del Dragone              
112828;87;Calabria                  ;Statti 2014 Gaglioppo (Calabria)                                                                  ;19;Southern Italy   ;                 ;Gaglioppo                 ;Statti                         
112830;87;Sicilia                   ;Valle dell'Acate 2014 Tenuta Ibidini Nero d'Avola (Sicilia)                                       ;15;Sicily & Sardinia;                 ;Nero d'Avola              ;Valle dell'Acate               
112836;86;Sicilia                   ;MandraRossa 2014 Costa Dune Nero d'Avola (Sicilia)                                                ;10;Sicily & Sardinia;                 ;Nero d'Avola              ;MandraRossa                    
112842;86;Terre Siciliane           ;Cantine Ermes 2014 Vento di Mare Bio Nero d'Avola (Terre Siciliane)                               ;10;Sicily & Sardinia;                 ;Nero d'Avola              ;Cantine Ermes                  
112852;87;Valpolicella Classico Supe;Luigi Righetti 2008 Campolieti  (Valpolicella Classico Superiore Ripasso)                         ;17;Veneto           ;                 ;Corvina, Rondinella, Molin;Luigi Righetti                 
112854;87;Amarone della Valpolicella;Monteci 2004 Costa delle Corone  (Amarone della Valpolicella Classico)                            ;45;Veneto           ;                 ;Corvina, Rondinella, Molin;Monteci                        
112862;87;Valpolicella Classico Supe;Santi 2007 Solane  (Valpolicella Classico Superiore Ripasso)                                      ;15;Veneto           ;                 ;Corvina                   ;Santi                          
112868;87;Valpolicella Superiore Rip;Vaona 2008 Pegrandi  (Valpolicella Superiore Ripasso)                                             ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Vaona                          
112870;87;Valpolicella Superiore Rip;Tommaso Bussola 2005 Ca' del Laito  (Valpolicella Superiore Ripasso)                              ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Tommaso Bussola                
112886;86;Valpolicella Classico Supe;Corte Archi 2009 Gli Archi  (Valpolicella Classico Superiore Ripasso)                             ;25;Veneto           ;                 ;Corvina, Rondinella, Molin;Corte Archi                    
112902;86;Valpolicella Classico     ;Monte del Frá 2011 Tenuta Lena di Mezzo  (Valpolicella Classico)                                  ;16;Veneto           ;                 ;Corvina, Rondinella, Molin;Monte del Frá                  
112924;83;Orvieto Classico Superiore;Barberani 2011 Vi No SO2  (Orvieto Classico Superiore)                                            ;25;Central Italy    ;                 ;White Blend               ;Barberani                      
112944;87;Collio                    ;Colmello di Grotta 2015 Sauvignon (Collio)                                                        ;25;Northeastern Ital;                 ;Sauvignon                 ;Colmello di Grotta             
112948;87;Fiano di Avellino         ;Donnachiara 2016  Fiano di Avellino                                                               ;18;Southern Italy   ;                 ;Fiano                     ;Donnachiara                    
112950;87;Soave                     ;Fattori 2015 Motto Piane  (Soave)                                                                 ;20;Veneto           ;                 ;Garganega                 ;Fattori                        
112976;86;Chianti Classico          ;Castello di Querceto 2014  Chianti Classico                                                       ;14;Tuscany          ;                 ;Red Blend                 ;Castello di Querceto           
112984;86;Chianti Classico          ;Stomennano 2009 Riserva  (Chianti Classico)                                                       ;48;Tuscany          ;                 ;Red Blend                 ;Stomennano                     
112990;86;Chianti Classico          ;Luiz Barichello 2013 Turris  (Chianti Classico)                                                   ;30;Tuscany          ;                 ;Red Blend                 ;Luiz Barichello                
113018;86;Barbaresco                ;Prinsi 2011 Gaia Principe  (Barbaresco)                                                           ;43;Piedmont         ;                 ;Nebbiolo                  ;Prinsi                         
113026;86;Barbaresco                ;Orlando Abrigo 2011 Meruzzano  (Barbaresco)                                                       ;55;Piedmont         ;                 ;Nebbiolo                  ;Orlando Abrigo                 
113036;90;Coste della Sesia         ;Le Pianelle 2015 Al Posto dei Fiori Rosato (Coste della Sesia)                                    ;21;Piedmont         ;                 ;Rosato                    ;Le Pianelle                    
113080;92;Barbaresco                ;Adriano Marco & Vittorio 2014 Sanadaive  (Barbaresco)                                             ;               ;Piedmont         ;                 ;Nebbiolo                  ;Adriano Marco & Vittorio       
113094;88;Toscana                   ;Barone Ricasoli 2006 Torricella Chardonnay (Toscana)                                              ;25;Tuscany          ;                 ;Chardonnay                ;Barone Ricasoli                
113102;88;Sicilia                   ;Tenuta di Serramarrocco 2005 Nero di Serramarrocco Nero d'Avola (Sicilia)                         ;38;Sicily & Sardinia;                 ;Nero d'Avola              ;Tenuta di Serramarrocco        
113116;88;Aglianico del Vulture     ;Lucania 2005 Grifalco  (Aglianico del Vulture)                                                    ;25;Southern Italy   ;                 ;Aglianico                 ;Lucania                        
113124;88;Terre Siciliane           ;Di Giovanna 2015 Grillo (Terre Siciliane)                                                         ;18;Sicily & Sardinia;                 ;Grillo                    ;Di Giovanna                    
113132;88;Greco di Tufo             ;Donnachiara 2015  Greco di Tufo                                                                   ;20;Southern Italy   ;                 ;Greco                     ;Donnachiara                    
113152;87;Orvieto Classico          ;Bigi 2015 Amabile  (Orvieto Classico)                                                             ;13;Central Italy    ;                 ;White Blend               ;Bigi                           
113160;87;Vernaccia di San Gimignano;La Mormoraia 2015  Vernaccia di San Gimignano                                                     ;10;Tuscany          ;                 ;Vernaccia                 ;La Mormoraia                   
113164;87;Romagna                   ;Morini 2015 Morale Sangiovese (Romagna)                                                           ;13;Central Italy    ;                 ;Sangiovese                ;Morini                         
113172;87;Vernaccia di San Gimignano;Il Colombaio di Santa Chiara 2014 Campo della Pieve  (Vernaccia di San Gimignano)                 ;24;Tuscany          ;                 ;Vernaccia                 ;Il Colombaio di Santa Chiara   
113190;88;Friuli                    ;Bernardis 2006 Ramandolo 750ml Verduzzo (Friuli)                                                  ;30;Northeastern Ital;                 ;Verduzzo                  ;Bernardis                      
113212;89;Vernaccia di San Gimignano;Alessandro Tofanari 2013 Astrea  (Vernaccia di San Gimignano)                                     ;21;Tuscany          ;                 ;Vernaccia                 ;Alessandro Tofanari            
113216;89;Torgiano Rosso Riserva    ;Brocatelli Galli 2013 Santa Caterina Red (Torgiano Rosso Riserva)                                 ;30;Central Italy    ;                 ;Red Blend                 ;Brocatelli Galli               
